"chromosome"	"V1"	"V2"
"16544"	"1"	4279849	4281900
"16548"	"1"	4281900	4282931
"16552"	"1"	4283434	4285419
"16556"	"1"	4285692	4286621
"16560"	"1"	4286605	4287300
"16564"	"1"	4287311	4288291
"16568"	"1"	4288270	4289802
"16572"	"1"	4289929	4290864
"16576"	"1"	4290923	4291813
"16580"	"1"	4292172	4292621
"16584"	"1"	4292690	4293019
"16588"	"1"	4293166	4293924
"16592"	"1"	4293926	4294360
"16596"	"1"	4294347	4294904
"16600"	"1"	4294904	4296040
"16604"	"1"	4296037	4296717
"16608"	"1"	4296828	4297586
"16612"	"1"	4297583	4298428
"16616"	"1"	4298421	4299485
"16620"	"1"	4299485	4300069
"16624"	"1"	4300066	4300518
"16628"	"1"	4300519	4301244
"16632"	"1"	4301265	4302083
"16636"	"1"	4302150	4303166
"16640"	"1"	4303191	4303979
"16644"	"1"	4304112	4304555
"16648"	"1"	4305113	4305448
"16652"	"1"	4305849	4308077
"16656"	"1"	4308074	4308952
"16660"	"1"	4309216	4310718
"16664"	"1"	4310761	4310926
"16667"	"1"	4310895	4311986
"16671"	"1"	4311996	4312664
"16675"	"1"	4312661	4314304
"16679"	"1"	4314408	4315745
"16683"	"1"	4315882	4316643
"16687"	"1"	4316968	4319238
"16691"	"1"	4319434	4320342
"16695"	"1"	4320625	4321980
"16699"	"1"	4322095	4323504
"16703"	"1"	4323643	4324272
"16707"	"1"	4324395	4326041
"16711"	"1"	4326119	4327459
"16715"	"1"	4328030	4328749
"16719"	"1"	4330563	4330793
"16723"	"1"	4330805	4331077
"16727"	"1"	4331304	4331600
"16731"	"1"	4331920	4333437
"16735"	"1"	4333674	4335131
"16739"	"1"	4335190	4337337
"16743"	"1"	4337417	4338751
"16747"	"1"	4339117	4340655
"16751"	"1"	4341272	4341347
"16754"	"1"	4341275	4341347
"16757"	"1"	4341454	4342029
"16761"	"1"	4342066	4343763
"16765"	"1"	4343739	4344077
"16769"	"1"	4344193	4345494
"16773"	"1"	4345612	4347048
"16777"	"1"	4347385	4347861
"16781"	"1"	4347877	4349133
"16785"	"1"	4349409	4349702
"16789"	"1"	4349746	4351392
"16793"	"1"	4351530	4351883
"16797"	"1"	4352076	4352945
"16801"	"1"	4353340	4354368
"16805"	"1"	4354410	4354976
"16809"	"1"	4355028	4355153
"16813"	"1"	4355264	4355410
"16817"	"1"	4355586	4355903
"16821"	"1"	4355897	4356433
"16825"	"1"	4356522	4357655
"16829"	"1"	4357718	4358077
"16833"	"1"	4358088	4358483
"16837"	"1"	4358494	4359228
"16841"	"1"	4359221	4361029
"16845"	"1"	4361354	4362331
"16849"	"1"	4362550	4364052
"16853"	"1"	4364202	4367525
"16857"	"1"	4367547	4368515
"16861"	"1"	4368612	4369664
"16865"	"1"	4369759	4370304
"16869"	"1"	4370515	4370587
"16872"	"1"	4370515	4370590
"16875"	"1"	4370627	4370699
"16878"	"1"	4370627	4370702
"16881"	"1"	4370738	4370810
"16884"	"1"	4370738	4370813
"16887"	"1"	4371083	4372222
"16891"	"1"	4372221	4373768
"16895"	"1"	4373740	4374201
"16899"	"1"	4374220	4375557
"16903"	"1"	4375567	4377414
"16907"	"1"	4377407	4378357
"16911"	"1"	4378443	4378751
"16915"	"1"	4378827	4380107
"16919"	"1"	4380193	4381452
"16923"	"1"	4381455	4382459
"16927"	"1"	4382541	4382738
"16931"	"1"	4382842	4384140
"16935"	"1"	4384345	4384770
"16939"	"1"	4384809	4387250
"16943"	"1"	4387430	4388161
"16947"	"1"	4388288	4388689
"16951"	"1"	4388708	4389406
"16955"	"1"	4389457	4390116
"16959"	"1"	4390134	4390532
"16963"	"1"	4390542	4391180
"16967"	"1"	4391183	4392346
"16971"	"1"	4392430	4394055
"16975"	"1"	4394172	4394447
"16979"	"1"	4394596	4394925
"16983"	"1"	4395107	4395856
"16987"	"1"	4395853	4396608
"16991"	"1"	4396716	4397780
"16995"	"1"	4398135	4399532
"16999"	"1"	4399548	4399853
"17003"	"1"	4399863	4400327
"17007"	"1"	4400341	4400991
"17011"	"1"	4401001	4401855
"17015"	"1"	4401855	4402541
"17019"	"1"	4402670	4402945
"17023"	"1"	4403273	4403668
"17027"	"1"	4403675	4403989
"17031"	"1"	4403994	4404221
"17035"	"1"	4404263	4404712
"17039"	"1"	4404814	4406091
"17043"	"1"	4406184	4408256
"17047"	"1"	4408253	4409794
"17051"	"1"	4409804	4410580
"17055"	"1"	4410590	4411432
"17059"	"1"	4411442	4412233
"17063"	"1"	4412767	4413093
"17067"	"1"	4413077	4413715
"17071"	"1"	4413934	4414554
"17075"	"1"	4414863	4416275
"17079"	"1"	4416320	4416982
"17083"	"1"	4417090	4418064
"17087"	"1"	4418164	4419024
"17091"	"1"	4419113	4419493
"17095"	"1"	4419616	4421559
"17099"	"1"	4421749	4422489
"17103"	"1"	4422479	4423036
"17107"	"1"	4423361	4423567
"17111"	"1"	4423629	4424972
"17115"	"1"	4425034	4425091
"17118"	"1"	4425295	4425933
"17122"	"1"	4426139	4427872
"17126"	"1"	4427869	4431648
"17130"	"1"	4431651	4431992
"17134"	"1"	4431733	4431915
"17138"	"1"	4432372	4432902
"17142"	"1"	4433212	4434168
"17146"	"1"	4434308	4435810
"17150"	"1"	4435824	4436846
"17154"	"1"	4436833	4437828
"17158"	"1"	4437861	4438859
"17162"	"1"	4439035	4440408
"17166"	"1"	4440564	4441115
"17170"	"1"	4441210	4442562
"17174"	"1"	4443176	4443640
"17178"	"1"	4443799	4445937
"17182"	"1"	4446331	4447986
"17186"	"1"	4448036	4449457
"17190"	"1"	4449576	4450523
"17194"	"1"	4450902	4453598
"17198"	"1"	4453804	4454190
"17202"	"1"	4454263	4454724
"17206"	"1"	4454737	4455672
"17210"	"1"	4455676	4455810
"17214"	"1"	4456091	4456486
"17218"	"1"	4456617	4457330
"17222"	"1"	4457401	4457994
"17226"	"1"	4458139	4458591
"17230"	"1"	4458714	4460366
"17234"	"1"	4460439	4461443
"17238"	"1"	4461605	4462021
"17242"	"1"	4462067	4462570
"17246"	"1"	4462763	4463959
"17250"	"1"	4464015	4466870
"17254"	"1"	4466870	4467313
"17258"	"1"	4467667	4469178
"17262"	"1"	4469445	4470545
"17266"	"1"	4470545	4471627
"17270"	"1"	4471788	4473290
"17274"	"1"	4473368	4474366
"17278"	"1"	4474433	4475752
"17282"	"1"	4475815	4476579
"17286"	"1"	4476603	4477634
"17290"	"1"	4477851	4478414
"17294"	"1"	4478418	4479437
"17298"	"1"	4479633	4479714
"17301"	"1"	4479633	4479717
"17304"	"1"	4479768	4516747
"17305"	"1"	4479978	4481168
"17309"	"1"	4481491	4481826
"17313"	"1"	4483152	4483481
"17317"	"1"	4483982	4485407
"17318"	"1"	4483995	4485323
"17322"	"1"	4485950	4487167
"17326"	"1"	4487179	4488297
"17330"	"1"	4489089	4489361
"17334"	"1"	4489093	4490290
"17335"	"1"	4489417	4490256
"17339"	"1"	4490372	4490635
"17343"	"1"	4490667	4492670
"17347"	"1"	4492793	4493972
"17348"	"1"	4492818	4493636
"17352"	"1"	4493672	4493974
"17356"	"1"	4493990	4494586
"17357"	"1"	4494752	4495165
"17361"	"1"	4495722	4496489
"17365"	"1"	4496490	4497446
"17369"	"1"	4497443	4498441
"17373"	"1"	4498438	4499340
"17377"	"1"	4499385	4501709
"17381"	"1"	4501796	4502749
"17385"	"1"	4502746	4503267
"17389"	"1"	4503504	4504271
"17390"	"1"	4503559	4503834
"17394"	"1"	4504981	4505274
"17398"	"1"	4505342	4506109
"17399"	"1"	4505357	4505860
"17403"	"1"	4505779	4506054
"17407"	"1"	4506244	4507026
"17411"	"1"	4507043	4507675
"17415"	"1"	4507687	4508118
"17419"	"1"	4508249	4509055
"17423"	"1"	4509068	4510381
"17427"	"1"	4510393	4510671
"17431"	"1"	4510668	4511789
"17435"	"1"	4512575	4513321
"17439"	"1"	4513377	4513922
"17443"	"1"	4513934	4514191
"17447"	"1"	4516752	4517732
"17451"	"1"	4517797	4518903
"17455"	"1"	4518923	4519639
"17459"	"1"	4521571	4522338
"17460"	"1"	4521586	4522089
"17464"	"1"	4522008	4522283
"17468"	"1"	4522951	4523547
"17472"	"1"	4524029	4524577
"17476"	"1"	4524642	4525181
"17480"	"1"	4525218	4525943
"17484"	"1"	4526010	4528646
"17488"	"1"	4528656	4529186
"17492"	"1"	4529199	4529702
"17496"	"1"	4529722	4530624
"17500"	"1"	4530867	4532210
"17504"	"1"	4532550	4533734
"17508"	"1"	4533815	4535275
"17512"	"1"	4535490	4536263
"17516"	"1"	4536404	4537234
"17520"	"1"	4537907	4538299
"17524"	"1"	4538292	4539203
"17528"	"1"	4539268	4540440
"17532"	"1"	4540453	4540914
"17536"	"1"	4540911	4541594
"17540"	"1"	4541844	4542398
"17544"	"1"	4542411	4543589
"17548"	"1"	4543657	4544625
"17552"	"1"	4544836	4545603
"17556"	"1"	4545613	4546764
"17560"	"1"	4546880	4548160
"17564"	"1"	4548201	4549433
"17568"	"1"	4549912	4550679
"17572"	"1"	4550679	4551446
"17573"	"1"	4550734	4551009
"17577"	"1"	4550928	4551431
"17581"	"1"	4554857	4555903
"17585"	"1"	4555903	4557282
"17589"	"1"	4557444	4557785
"17593"	"1"	4557780	4557856
"17596"	"1"	4558013	4559437
"17600"	"1"	4559434	4561023
"17604"	"1"	4561224	4564736
"17608"	"1"	4564924	4565838
"17612"	"1"	4565884	4566840
"17616"	"1"	4566851	4567054
"17620"	"1"	4567104	4569254
"17624"	"1"	4569647	4570159
"17628"	"1"	4570177	4571739
"17632"	"1"	4571990	4572880
"17636"	"1"	4572890	4574266
"17640"	"1"	4574390	4575178
"17644"	"1"	4575189	4575992
"17648"	"1"	4576060	4576440
"17652"	"1"	4576450	4577301
"17656"	"1"	4577303	4578769
"17660"	"1"	4578766	4580055
"17664"	"1"	4580327	4580773
"17668"	"1"	4580892	4582547
"17672"	"1"	4582596	4583957
"17676"	"1"	4585224	4586246
"17680"	"1"	4586384	4588675
"17684"	"1"	4588929	4589423
"17688"	"1"	4589472	4590209
"17692"	"1"	4590212	4590751
"17696"	"1"	4590858	4591184
"17700"	"1"	4591322	4592092
"17704"	"1"	4592711	4593436
"17708"	"1"	4593448	4594071
"17712"	"1"	4594109	4594897
"17716"	"1"	4595038	4595274
"17720"	"1"	4595313	4595399
"17723"	"1"	4595316	4595399
"17726"	"1"	4595434	4595520
"17729"	"1"	4595437	4595520
"17732"	"1"	4595549	4595635
"17735"	"1"	4595552	4595635
"17738"	"1"	4595903	4596934
"17742"	"1"	4597037	4597450
"17746"	"1"	4597419	4597865
"17750"	"1"	4597880	4598557
"17754"	"1"	4598648	4600237
"17758"	"1"	4600630	4601235
"17762"	"1"	4601344	4601523
"17766"	"1"	4601645	4602718
"17770"	"1"	4602715	4603494
"17774"	"1"	4603914	4604777
"17778"	"1"	4604749	4606299
"17782"	"1"	4606557	4607336
"17786"	"1"	4607463	4608785
"17790"	"1"	4608837	4610060
"17794"	"1"	4610140	4610859
"17798"	"1"	4611020	4611283
"17802"	"1"	4611315	4612331
"17806"	"1"	4612359	4613003
"17810"	"1"	4613109	4614077
"17814"	"1"	4614126	4615508
"17818"	"1"	4615529	4616761
"17822"	"1"	4617068	4618735
"17826"	"1"	4618946	4620883
"17830"	"1"	4620973	4621299
"17834"	"1"	4621384	4621905
"17838"	"1"	4621957	4622604
"17842"	"1"	4622601	4623470
"17846"	"1"	4623681	4624154
"17850"	"1"	4624167	4624856
"17854"	"1"	4624856	4626280
"17858"	"1"	4627750	4628466
"17862"	"1"	4628562	4628702
"17866"	"1"	4629102	4629788
